Timestamp,RelativeTS,LogicData,Width_in_us
2024-03-26 13:31:18.226661+00:00,25263428,1,45830
2024-03-26 13:31:18.226661+00:00,25309258,0,6308
2024-03-26 13:31:18.226661+00:00,25315566,1,37972
2024-03-26 13:31:18.226661+00:00,25353538,0,933841
2024-03-26 13:31:18.226661+00:00,26287379,1,21870
2024-03-26 13:31:18.226661+00:00,26309249,0,6294
2024-03-26 13:31:18.226661+00:00,26315543,1,101139
2024-03-26 13:31:18.226661+00:00,26416682,0,899138
2024-03-26 13:31:18.226661+00:00,27315820,1,63801
2024-03-26 13:31:18.226661+00:00,27379621,0,955783
2024-03-26 13:31:18.226661+00:00,28335404,1,28394
2024-03-26 13:31:18.226661+00:00,28363798,0,72192
2024-03-26 13:31:18.226661+00:00,28435990,1,25915
2024-03-26 13:31:18.226661+00:00,28461905,0,638
2024-03-26 13:31:18.226661+00:00,28462543,1,767
2024-03-26 13:31:18.226661+00:00,28463310,0,771
2024-03-26 13:31:18.226661+00:00,28464081,1,70516
2024-03-26 13:31:18.226661+00:00,28534597,0,926497
2024-03-26 13:31:18.226661+00:00,29461094,1,97969
2024-03-26 13:31:18.226661+00:00,29559063,0,6450
2024-03-26 13:31:18.226661+00:00,29565513,1,138747
2024-03-26 13:31:18.226661+00:00,29704260,0,6551
2024-03-26 13:31:18.226661+00:00,29710811,1,101983
2024-03-26 13:31:18.226661+00:00,29812794,0,3282
2024-03-26 13:31:18.226661+00:00,29816076,1,45447
2024-03-26 13:31:18.226661+00:00,29861523,0,623742
2024-03-26 13:31:18.226661+00:00,30485265,1,73946
2024-03-26 13:31:18.226661+00:00,30559211,0,6353
2024-03-26 13:31:18.226661+00:00,30565564,1,6561
2024-03-26 13:31:18.226661+00:00,30572125,0,937092
2024-03-26 13:31:18.226661+00:00,31509217,1,49977
2024-03-26 13:31:18.226661+00:00,31559194,0,6371
2024-03-26 13:31:18.226661+00:00,31565565,1,144868
2024-03-26 13:31:18.226661+00:00,31710433,0,478
2024-03-26 13:31:18.226661+00:00,31710911,1,44330
2024-03-26 13:31:18.226661+00:00,31755241,0,778019
2024-03-26 13:31:18.226661+00:00,32533260,1,26743
2024-03-26 13:31:18.226661+00:00,32560003,0,5481
2024-03-26 13:31:18.226661+00:00,32565483,1,32138
2024-03-26 13:31:18.226661+00:00,32597622,0,959589
2024-03-26 13:31:18.226661+00:00,33557211,1,41509
2024-03-26 13:31:18.226661+00:00,33598720,0,638
2024-03-26 13:31:18.226661+00:00,33599358,1,105086
2024-03-26 13:31:18.226661+00:00,33704444,0,6385
2024-03-26 13:31:18.226661+00:00,33710829,1,95239
2024-03-26 13:31:18.226661+00:00,33806068,0,9399
2024-03-26 13:31:18.226661+00:00,33815467,1,139888
2024-03-26 13:31:18.226661+00:00,33955355,0,5388
2024-03-26 13:31:18.226661+00:00,33960743,1,500
2024-03-26 13:31:18.226661+00:00,33961243,0,620011
2024-03-26 13:31:18.226661+00:00,34581254,1,67528
2024-03-26 13:31:18.226661+00:00,34648782,0,956424
2024-03-26 13:31:18.226661+00:00,35605206,1,101337
2024-03-26 13:31:18.226661+00:00,35706543,0,5447
2024-03-26 13:31:18.226661+00:00,35711990,1,103019
2024-03-26 13:31:18.226661+00:00,35815009,0,463
2024-03-26 13:31:18.226661+00:00,35815472,1,31510
2024-03-26 13:31:18.226661+00:00,35846983,0,778690
2024-03-26 13:31:18.226661+00:00,36625673,1,16643
2024-03-26 13:31:18.226661+00:00,36642316,0,16996
2024-03-26 13:31:18.226661+00:00,36659312,1,5829
2024-03-26 13:31:18.226661+00:00,36665141,0,695
2024-03-26 13:31:18.226661+00:00,36665836,1,11112
2024-03-26 13:31:18.226661+00:00,36676948,0,737
2024-03-26 13:31:18.226661+00:00,36677685,1,26787
2024-03-26 13:31:18.226661+00:00,36704472,0,198399
2024-03-26 13:31:18.226661+00:00,36902871,1,10788
2024-03-26 13:31:18.226661+00:00,36913659,0,53033
2024-03-26 13:31:18.226661+00:00,36966692,1,214573
2024-03-26 13:31:18.226661+00:00,37181265,0,466967
2024-03-26 13:31:18.226661+00:00,37648232,1,56105
2024-03-26 13:31:18.226661+00:00,37704337,0,14028
2024-03-26 13:31:18.226661+00:00,37718365,1,219875
2024-03-26 13:31:18.226661+00:00,37938240,0,733968
2024-03-26 13:31:18.226661+00:00,38672208,1,32204
2024-03-26 13:31:18.226661+00:00,38704413,0,13148
2024-03-26 13:31:18.226661+00:00,38717561,1,43380
2024-03-26 13:31:18.226661+00:00,38760941,0,940252
2024-03-26 13:31:18.226661+00:00,39701193,1,8253
2024-03-26 13:31:18.226661+00:00,39709446,0,2528
2024-03-26 13:31:18.226661+00:00,39711974,1,33306
2024-03-26 13:31:18.226661+00:00,39745280,0,6623
2024-03-26 13:31:18.226661+00:00,39751903,1,170616
2024-03-26 13:31:18.226661+00:00,39922519,0,802718
2024-03-26 13:31:18.226661+00:00,40725237,1,28881
2024-03-26 13:31:18.226661+00:00,40754118,0,636
2024-03-26 13:31:18.226661+00:00,40754754,1,506
2024-03-26 13:31:18.226661+00:00,40755260,0,68579
2024-03-26 13:31:18.226661+00:00,40823839,1,133246
2024-03-26 13:31:18.226661+00:00,40957085,0,3917
2024-03-26 13:31:18.226661+00:00,40961003,1,36613
2024-03-26 13:31:18.226661+00:00,40997616,0,4137
2024-03-26 13:31:18.226661+00:00,41001753,1,17678
2024-03-26 13:31:18.226661+00:00,41019431,0,832204
2024-03-26 13:31:18.226661+00:00,41851635,1,130517
2024-03-26 13:31:18.226661+00:00,41982152,0,655
2024-03-26 13:31:18.226661+00:00,41982807,1,472
2024-03-26 13:31:18.226661+00:00,41983279,0,887313
2024-03-26 13:31:18.226661+00:00,42870592,1,86983
2024-03-26 13:31:18.226661+00:00,42957575,0,3304
2024-03-26 13:31:18.226661+00:00,42960879,1,39130
2024-03-26 13:31:18.226661+00:00,43000009,0,1671
2024-03-26 13:31:18.226661+00:00,43001680,1,29314
2024-03-26 13:31:18.226661+00:00,43030994,0,868635
2024-03-26 13:31:18.226661+00:00,43899629,1,54433
2024-03-26 13:31:18.226661+00:00,43954062,0,7779
2024-03-26 13:31:18.226661+00:00,43961841,1,35388
2024-03-26 13:31:18.226661+00:00,43997229,0,6155
2024-03-26 13:31:18.226661+00:00,44003384,1,3660
2024-03-26 13:31:18.226661+00:00,44007044,0,637
2024-03-26 13:31:18.226661+00:00,44007681,1,29105
2024-03-26 13:31:18.226661+00:00,44036786,0,886856
2024-03-26 13:31:18.226661+00:00,44923642,1,30462
2024-03-26 13:31:18.226661+00:00,44954104,0,70123
2024-03-26 13:31:18.226661+00:00,45024227,1,183572
2024-03-26 13:31:18.226661+00:00,45207799,0,3211
2024-03-26 13:31:18.226661+00:00,45211010,1,42098
2024-03-26 13:31:18.226661+00:00,45253108,0,492
2024-03-26 13:31:18.226661+00:00,45253601,1,64193
2024-03-26 13:31:18.226661+00:00,45317794,0,727199
2024-03-26 13:31:18.226661+00:00,46044993,1,33981
2024-03-26 13:31:18.226661+00:00,46078974,0,71651
2024-03-26 13:31:18.226661+00:00,46150625,1,56158
2024-03-26 13:31:18.226661+00:00,46206783,0,4238
2024-03-26 13:31:18.226661+00:00,46211021,1,39525
2024-03-26 13:31:18.226661+00:00,46250546,0,492
2024-03-26 13:31:18.226661+00:00,46251038,1,103157
2024-03-26 13:31:18.226661+00:00,46354195,0,821632
2024-03-26 13:31:18.226661+00:00,47175827,1,29774
2024-03-26 13:31:18.226661+00:00,47205601,0,5402
2024-03-26 13:31:18.226661+00:00,47211003,1,34134
2024-03-26 13:31:18.226661+00:00,47245137,0,6457
2024-03-26 13:31:18.226661+00:00,47251594,1,771
2024-03-26 13:31:18.226661+00:00,47252365,0,767
2024-03-26 13:31:18.226661+00:00,47253132,1,220587
2024-03-26 13:31:18.226661+00:00,47473719,0,508
2024-03-26 13:31:18.226661+00:00,47474227,1,36523
2024-03-26 13:31:18.226661+00:00,47510750,0,436
2024-03-26 13:31:18.226661+00:00,47511186,1,11319
2024-03-26 13:31:18.226661+00:00,47522505,0,677335
2024-03-26 13:31:18.226661+00:00,48199840,1,30505
2024-03-26 13:31:18.226661+00:00,48230345,0,638
2024-03-26 13:31:18.226661+00:00,48230983,1,504
2024-03-26 13:31:18.226661+00:00,48231487,0,68939
2024-03-26 13:31:18.226661+00:00,48300426,1,163869
2024-03-26 13:31:18.226661+00:00,48464295,0,723
2024-03-26 13:31:18.226661+00:00,48465018,1,30324
2024-03-26 13:31:18.226661+00:00,48495342,0,6219
2024-03-26 13:31:18.226661+00:00,48501561,1,753
2024-03-26 13:31:18.226661+00:00,48502314,0,823894
2024-03-26 13:31:18.226661+00:00,49326208,1,143286
2024-03-26 13:31:18.226661+00:00,49469494,0,722
2024-03-26 13:31:18.226661+00:00,49470216,1,26343
2024-03-26 13:31:18.226661+00:00,49496559,0,5771
2024-03-26 13:31:18.226661+00:00,49502330,1,606
2024-03-26 13:31:18.226661+00:00,49502936,0,847284
2024-03-26 13:31:18.226661+00:00,50350220,1,117937
2024-03-26 13:31:18.226661+00:00,50468157,0,658
2024-03-26 13:31:18.226661+00:00,50468815,1,560
2024-03-26 13:31:18.226661+00:00,50469375,0,904797
2024-03-26 13:31:18.226661+00:00,51374172,1,88737
2024-03-26 13:31:18.226661+00:00,51462909,0,709
2024-03-26 13:31:18.226661+00:00,51463618,1,50766
2024-03-26 13:31:18.226661+00:00,51514384,0,510
2024-03-26 13:31:18.226661+00:00,51514895,1,75928
2024-03-26 13:31:18.226661+00:00,51590823,0,807391
2024-03-26 13:31:18.226661+00:00,52398214,1,56197
2024-03-26 13:31:18.226661+00:00,52454411,0,6454
2024-03-26 13:31:18.226661+00:00,52460865,1,38496
2024-03-26 13:31:18.226661+00:00,52499361,0,2195
2024-03-26 13:31:18.226661+00:00,52501556,1,136518
2024-03-26 13:31:18.226661+00:00,52638074,0,784153
2024-03-26 13:31:18.226661+00:00,53422227,1,32516
2024-03-26 13:31:18.226661+00:00,53454743,0,6118
2024-03-26 13:31:18.226661+00:00,53460861,1,34209
2024-03-26 13:31:18.226661+00:00,53495070,0,6423
2024-03-26 13:31:18.226661+00:00,53501493,1,116046
2024-03-26 13:31:18.226661+00:00,53617539,0,828670
2024-03-26 13:31:18.226661+00:00,54446209,1,29951
2024-03-26 13:31:18.226661+00:00,54476160,0,638
2024-03-26 13:31:18.226661+00:00,54476798,1,2621
2024-03-26 13:31:18.226661+00:00,54479419,0,67375
2024-03-26 13:31:18.226661+00:00,54546794,1,134054
2024-03-26 13:31:18.226661+00:00,54680848,0,891759
2024-03-26 13:31:18.226661+00:00,55572607,1,31448
2024-03-26 13:31:18.226661+00:00,55604056,0,69136
2024-03-26 13:31:18.226661+00:00,55673192,1,31229
2024-03-26 13:31:18.226661+00:00,55704421,0,7426
2024-03-26 13:31:18.226661+00:00,55711847,1,33197
2024-03-26 13:31:18.226661+00:00,55745044,0,6549
2024-03-26 13:31:18.226661+00:00,55751593,1,21716
2024-03-26 13:31:18.226661+00:00,55773309,0,925055
2024-03-26 13:31:18.226661+00:00,56698364,1,9362
2024-03-26 13:31:18.226661+00:00,56707726,0,3298
2024-03-26 13:31:18.226661+00:00,56711024,1,34084
2024-03-26 13:31:18.226661+00:00,56745108,0,6375
2024-03-26 13:31:18.226661+00:00,56751483,1,139492
2024-03-26 13:31:18.226661+00:00,56890975,0,831340
2024-03-26 13:31:18.226661+00:00,57722315,1,27991
2024-03-26 13:31:18.226661+00:00,57750306,0,702
2024-03-26 13:31:18.226661+00:00,57751008,1,113598
2024-03-26 13:31:18.226661+00:00,57864606,0,888215
2024-03-26 13:31:18.226661+00:00,58752821,1,2131
2024-03-26 13:31:18.226661+00:00,58754952,0,519
2024-03-26 13:31:18.226661+00:00,58755471,1,73562
2024-03-26 13:31:18.226661+00:00,58829033,0,940643
2024-03-26 13:31:18.226661+00:00,59769676,1,10158
2024-03-26 13:31:18.226661+00:00,59779834,0,512
2024-03-26 13:31:18.226661+00:00,59780346,1,59622
2024-03-26 13:31:18.226661+00:00,59839968,0,954353
2024-03-26 13:31:18.226661+00:00,60794321,1,160078
2024-03-26 13:31:18.226661+00:00,60954399,0,6489
2024-03-26 13:31:18.226661+00:00,60960888,1,50644
2024-03-26 13:31:18.226661+00:00,61011532,0,464
2024-03-26 13:31:18.226661+00:00,61011996,1,87267
2024-03-26 13:31:18.226661+00:00,61099263,0,719132
2024-03-26 13:31:18.226661+00:00,61818395,1,135718
2024-03-26 13:31:18.226661+00:00,61954113,0,6776
2024-03-26 13:31:18.226661+00:00,61960889,1,27722
2024-03-26 13:31:18.226661+00:00,61988611,0,853766
2024-03-26 13:31:18.226661+00:00,62842377,1,30171
2024-03-26 13:31:18.226661+00:00,62872548,0,70413
2024-03-26 13:31:18.226661+00:00,62942961,1,34039
2024-03-26 13:31:18.226661+00:00,62977000,0,638
2024-03-26 13:31:18.226661+00:00,62977638,1,17487
2024-03-26 13:31:18.226661+00:00,62995125,0,6384
2024-03-26 13:31:18.226661+00:00,63001509,1,162249
2024-03-26 13:31:18.226661+00:00,63163758,0,805048
2024-03-26 13:31:18.226661+00:00,63968806,1,27569
2024-03-26 13:31:18.226661+00:00,63996375,0,5219
2024-03-26 13:31:18.226661+00:00,64001594,1,75717
2024-03-26 13:31:18.226661+00:00,64077310,0,915445
2024-03-26 13:31:18.226661+00:00,64992756,1,14980
2024-03-26 13:31:18.226661+00:00,65007735,0,637
2024-03-26 13:31:18.226661+00:00,65008373,1,57452
2024-03-26 13:31:18.226661+00:00,65065825,0,950883
2024-03-26 13:31:18.226661+00:00,66016707,1,99880
2024-03-26 13:31:18.226661+00:00,66116587,0,924101
2024-03-26 13:31:18.226661+00:00,67040689,1,30759
2024-03-26 13:31:18.226661+00:00,67071448,0,69827
2024-03-26 13:31:18.226661+00:00,67141275,1,64007
2024-03-26 13:31:18.226661+00:00,67205283,0,5617
2024-03-26 13:31:18.226661+00:00,67210900,1,17904
2024-03-26 13:31:18.226661+00:00,67228804,0,938223
2024-03-26 13:31:18.226661+00:00,68167027,1,37377
2024-03-26 13:31:18.226661+00:00,68204404,0,6491
2024-03-26 13:31:18.226661+00:00,68210895,1,794
2024-03-26 13:31:18.226661+00:00,68211689,0,770
2024-03-26 13:31:18.226661+00:00,68212459,1,42251
2024-03-26 13:31:18.226661+00:00,68254710,0,436
2024-03-26 13:31:18.226661+00:00,68255146,1,20085
2024-03-26 13:31:18.226661+00:00,68275231,0,916022
2024-03-26 13:31:18.226661+00:00,69191253,1,13282
2024-03-26 13:31:18.226661+00:00,69204535,0,6360
2024-03-26 13:31:18.226661+00:00,69210895,1,33967
2024-03-26 13:31:18.226661+00:00,69244862,0,6514
2024-03-26 13:31:18.226661+00:00,69251376,1,793
2024-03-26 13:31:18.226661+00:00,69252169,0,773
2024-03-26 13:31:18.226661+00:00,69252942,1,174067
2024-03-26 13:31:18.226661+00:00,69427009,0,784190
2024-03-26 13:31:18.226661+00:00,70211199,1,34915
2024-03-26 13:31:18.226661+00:00,70246114,0,5248
2024-03-26 13:31:18.226661+00:00,70251362,1,50049
2024-03-26 13:31:18.226661+00:00,70301411,0,937744
2024-03-26 13:31:18.226661+00:00,71239155,1,12007
2024-03-26 13:31:18.226661+00:00,71251162,0,637
2024-03-26 13:31:18.226661+00:00,71251799,1,503
2024-03-26 13:31:18.226661+00:00,71252302,0,89239
2024-03-26 13:31:18.226661+00:00,71341541,1,133990
2024-03-26 13:31:18.226661+00:00,71475531,0,704
2024-03-26 13:31:18.226661+00:00,71476235,1,21171
2024-03-26 13:31:18.226661+00:00,71497406,0,3969
2024-03-26 13:31:18.226661+00:00,71501375,1,599
2024-03-26 13:31:18.226661+00:00,71501974,0,863610
2024-03-26 13:31:18.226661+00:00,72365584,1,36115
2024-03-26 13:31:18.226661+00:00,72401699,0,59507
2024-03-26 13:31:18.226661+00:00,72461206,1,37008
2024-03-26 13:31:18.226661+00:00,72498214,0,3122
2024-03-26 13:31:18.226661+00:00,72501336,1,107743
2024-03-26 13:31:18.226661+00:00,72609079,0,35599
2024-03-26 13:31:18.226661+00:00,72644678,1,14398
2024-03-26 13:31:18.226661+00:00,72659076,0,832906
2024-03-26 13:31:18.226661+00:00,73491982,1,16756
2024-03-26 13:31:18.226661+00:00,73508738,0,669
2024-03-26 13:31:18.226661+00:00,73509407,1,139031
2024-03-26 13:31:18.226661+00:00,73648438,0,867526
2024-03-26 13:31:18.226661+00:00,74515964,1,191699
2024-03-26 13:31:18.226661+00:00,74707663,0,3419
2024-03-26 13:31:18.226661+00:00,74711082,1,518
2024-03-26 13:31:18.226661+00:00,74711600,0,828376
2024-03-26 13:31:18.226661+00:00,75539976,1,25660
2024-03-26 13:31:18.226661+00:00,75565636,0,998291
2024-03-26 13:31:18.226661+00:00,76563927,1,142927
2024-03-26 13:31:18.226661+00:00,76706854,0,4234
2024-03-26 13:31:18.226661+00:00,76711088,1,1058
2024-03-26 13:31:18.226661+00:00,76712146,0,875762
2024-03-26 13:31:18.226661+00:00,77587908,1,30544
2024-03-26 13:31:18.226661+00:00,77618452,0,70042
2024-03-26 13:31:18.226661+00:00,77688494,1,16079
2024-03-26 13:31:18.226661+00:00,77704573,0,6284
2024-03-26 13:31:18.226661+00:00,77710857,1,41776
2024-03-26 13:31:18.226661+00:00,77752633,0,441
2024-03-26 13:31:18.226661+00:00,77753074,1,79441
2024-03-26 13:31:18.226661+00:00,77832515,0,878695
2024-03-26 13:31:18.226661+00:00,78711210,1,33636
2024-03-26 13:31:18.226661+00:00,78744846,0,6428
2024-03-26 13:31:18.226661+00:00,78751274,1,828
2024-03-26 13:31:18.226661+00:00,78752102,0,784
2024-03-26 13:31:18.226661+00:00,78752886,1,56728
2024-03-26 13:31:18.226661+00:00,78809614,0,1107589
2024-03-26 13:31:18.226661+00:00,79917203,1,63018
2024-03-26 13:31:18.226661+00:00,79980221,0,107425
2024-03-26 13:31:18.226661+00:00,80087646,1,568
2024-03-26 13:31:18.226661+00:00,80088214,0,128381
2024-03-26 13:31:18.226661+00:00,80216595,1,37556
2024-03-26 13:31:18.226661+00:00,80254151,0,88481
2024-03-26 13:31:18.226661+00:00,80342632,1,119603
2024-03-26 13:31:18.226661+00:00,80462235,0,4318
2024-03-26 13:31:18.226661+00:00,80466553,1,66449
2024-03-26 13:31:18.226661+00:00,80533002,0,838781
2024-03-26 13:31:18.226661+00:00,81371783,1,47193
2024-03-26 13:31:18.226661+00:00,81418976,0,55638
2024-03-26 13:31:18.226661+00:00,81474614,1,25774
2024-03-26 13:31:18.226661+00:00,81500388,0,812
2024-03-26 13:31:18.226661+00:00,81501200,1,16462
2024-03-26 13:31:18.226661+00:00,81517662,0,598
2024-03-26 13:31:18.226661+00:00,81518260,1,433
2024-03-26 13:31:18.226661+00:00,81518693,0,15789
2024-03-26 13:31:18.226661+00:00,81534483,1,15589
2024-03-26 13:31:18.226661+00:00,81550072,0,17059
2024-03-26 13:31:18.226661+00:00,81567131,1,14201
2024-03-26 13:31:18.226661+00:00,81581332,0,17129
2024-03-26 13:31:18.226661+00:00,81598461,1,16600
2024-03-26 13:31:18.226661+00:00,81615061,0,16030
2024-03-26 13:31:18.226661+00:00,81631091,1,1527
2024-03-26 13:31:18.226661+00:00,81632618,0,695
2024-03-26 13:31:18.226661+00:00,81633313,1,1208
2024-03-26 13:31:18.226661+00:00,81634521,0,50967
2024-03-26 13:31:18.226661+00:00,81685488,1,23058
2024-03-26 13:31:18.226661+00:00,81708546,0,206852
2024-03-26 13:31:18.226661+00:00,81915398,1,45867
2024-03-26 13:31:18.226661+00:00,81961265,0,69751
2024-03-26 13:31:18.226661+00:00,82031016,1,35181
2024-03-26 13:31:18.226661+00:00,82066197,0,149997
2024-03-26 13:31:18.226661+00:00,82216194,1,575
2024-03-26 13:31:18.226661+00:00,82216769,0,281357
2024-03-26 13:31:18.226661+00:00,82498126,1,35183
2024-03-26 13:31:18.226661+00:00,82533309,0,65391
2024-03-26 13:31:18.226661+00:00,82598700,1,173062
2024-03-26 13:31:18.226661+00:00,82771762,0,195530
2024-03-26 13:31:18.226661+00:00,82967292,1,159324
2024-03-26 13:31:18.226661+00:00,83126616,0,497347
2024-03-26 13:31:18.226661+00:00,83623963,1,58449
2024-03-26 13:31:18.226661+00:00,83682412,0,965523
2024-03-26 13:31:18.226661+00:00,84647935,1,56487
2024-03-26 13:31:18.226661+00:00,84704422,0,6509
2024-03-26 13:31:18.226661+00:00,84710931,1,811
2024-03-26 13:31:18.226661+00:00,84711742,0,659
2024-03-26 13:31:18.226661+00:00,84712401,1,152956
2024-03-26 13:31:18.226661+00:00,84865357,0,95653
2024-03-26 13:31:18.226661+00:00,84961010,1,28465
2024-03-26 13:31:18.226661+00:00,84989475,0,501
2024-03-26 13:31:18.226661+00:00,84989977,1,7139
2024-03-26 13:31:18.226661+00:00,84997116,0,679863
2024-03-26 13:31:18.226661+00:00,85676979,1,28818
2024-03-26 13:31:18.226661+00:00,85705797,0,5249
2024-03-26 13:31:18.226661+00:00,85711046,1,108193
2024-03-26 13:31:18.226661+00:00,85819239,0,881722
2024-03-26 13:31:18.226661+00:00,86700961,1,11717
2024-03-26 13:31:18.226661+00:00,86712678,0,637
2024-03-26 13:31:18.226661+00:00,86713315,1,58726
2024-03-26 13:31:18.226661+00:00,86772041,0,952871
2024-03-26 13:31:18.226661+00:00,87724912,1,44091
2024-03-26 13:31:18.226661+00:00,87769003,0,979861
2024-03-26 13:31:18.226661+00:00,88748864,1,93198
